Location,Season,Crop,Residue,Treatment,N_in,N_out,P_in,P_out,K_in,K_out,S_in,S_out,PAR_total,PAR_mean,PAR_std,UVA_total,UVA_mean,UVA_std,UVB_total,UVB_mean,UVB_std,UV_idx_mean,UV_idx_median,UV_idx_std,gwet_top_mean,gwet_top_median,gwet_top_std,gwet_top_95p,gwet_top_5p,gwet_root_mean,gwet_root_median,gwet_root_std,gwet_root_95p,gwet_root_5p,gwet_prof_mean,gwet_prof_median,gwet_prof_std,gwet_prof_95p,gwet_prof_5p,PAR_x_gwet_root_mean,PAR_x_gwet_root_std,UVB_div_gwet_top_mean,UVB_div_gwet_top_std,max_consecutive_dry_days,gwet_gradient_mean,gwet_gradient_std,UVA_UVB_ratio_mean,UVA_UVB_ratio_median,UVA_UVB_ratio_std,PAR_fraction_mean,PAR_fraction_median,PAR_fraction_std,dry_days_pct,high_UV_days_pct,C3_PAR_active_days_pct,C4_PAR_active_days_pct,temp_max_mean,temp_max_median,temp_max_std,temp_max_95p,temp_max_above_30_pct,temp_max_above_35_pct,temp_min_mean,temp_min_median,temp_min_std,temp_min_5p,temp_min_below_10_pct,temp_min_below_5_pct,temp_range_mean,temp_range_median,temp_range_std,temp_range_above_10_pct,temp_range_above_15_pct,temp_range_above_20_pct,gdd_total,gdd_mean_daily,rh_max_mean,rh_max_std,rh_min_mean,rh_min_std,rh_range_mean,rh_range_std,high_humidity_pct,low_humidity_pct,vpd_upper_mean,vpd_lower_mean,vpd_middle_mean,vpd_stressed_pct,vpd_recovery_risk_pct,total_rainfall,rainfall_mean,rainy_days_pct,heavy_rain_days_pct,max_consecutive_no_rain_days,rain_intensity_index,thi_mean,thi_std,thi_95p,thi_5p,thi_mild_pct,thi_moderate_pct,wind_speed_mean,wind_speed_std,calm_days_pct,S_SE_pct,N_NW_pct,W_NW_pct,S_SW_pct,N_NE_pct,Location_Crop
Bogura,2021S1,Potato,NR,CL,12.97298728016556,54.723058331130076,0.07,8.678886458622607,3.2,32.51233173076924,1.94,5.246789986638588,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,CL,12.97298728016556,62.43190896217992,0.06,9.001190180505413,3.39,38.31139244851256,1.83,5.202315159335678,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,CL,12.97298728016556,62.39663932399869,0.03,9.004233028436138,3.29,36.65421736176746,1.7,5.355071498768533,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,FP,151.97206662832676,100.68775612395652,45.374350909759556,14.335688344797948,136.0980190945807,107.30767269501281,10.5658448770117,9.099760408607436,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,FP,152.42399120551482,130.29540401697628,45.43846611166939,16.153661397264727,136.3914997800997,106.74929506504492,10.86382006203251,10.788282146778414,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,FP,152.56744281607172,111.22892875516563,45.14029284854007,14.727302153903432,136.28512666219288,102.9481140406135,11.097178943241225,8.443255076634395,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,RD,148.58566424251487,134.35462586218256,40.530197091346075,17.376841662655767,94.74747820339647,138.63273260825412,13.656213518399605,12.328010636863167,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,RD,148.66126250070613,125.42862011251665,40.660970803046965,18.101765785223847,94.69755253166682,141.14518252799314,13.43878987248981,13.743206571052712,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,RD,148.95847976112105,117.54306677621359,40.47152449347605,17.23106281615166,95.32079143080554,139.91326162005728,13.602707060297696,12.40868563473202,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
Bogura,2021S1,Potato,NR,125RD,183.23853573065801,159.29302115852755,50.664047276152026,23.520944676641836,118.28544827082223,175.0388318960137,16.568985547593435,13.180912572725731,508.03,5.291979166666667,1.735873279265127,58.64,0.6108333333333333,0.2277379226292994,1.26,0.013125,0.0056777497395766,0.7565624999999999,0.745,0.3160407306361835,0.7694791666666667,0.77,0.0881908193296507,0.91,0.6275,0.7679166666666667,0.755,0.1146520288494636,0.96,0.61,0.7434375000000001,0.73,0.10864551847274,0.93,0.59,4.165723958333333,1.786170728784716,0.0167981405151839,0.0062985791844304,0,0.0015625,0.0296054093563641,47.07142857142857,44.5,11.987162445385623,0.8961143407720183,0.8956616605928368,0.0088367443601216,0.0,0.0,0.8229166666666666,0.6770833333333334,27.183567374785515,26.8,4.028706613516872,33.0,0.2291666666666666,0.0104166666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.0104166666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.0208333333333333,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.66634499018125,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.0208333333333333,1.8707382452154944,0.1379681207958608,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.0208333333333333,0.0104166666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.2395833333333333,0.0520833333333333,1.8437307564958945,1.1325498644338043,0.677,0.1354166666666666,0.8645833333333334,0.0,0.0,0.0,Bogura_Potato
